Station,District,BuiltDate
2608,송파구,2018-11-12
2609,송파구,2018-11-14
2610,송파구,2018-11-14
2611,송파구,2018-11-14
2612,송파구,2018-11-14
2613,송파구,2018-11-14
2614,송파구,2018-11-14
2615,송파구,2018-11-14
2616,송파구,2018-11-27
2617,송파구,2018-11-27
2618,송파구,2018-12-03
2619,송파구,2018-11-14
2620,송파구,2018-11-14
2621,송파구,2018-11-14
2622,송파구,2018-11-14
2623,송파구,2020-01-17
2625,송파구,2020-01-20
2626,송파구,2020-01-20
2627,송파구,2020-01-20
2628,송파구,2020-01-20
2629,송파구,2020-01-20
2630,송파구,2020-01-21
2631,송파구,2020-01-17
2632,송파구,2020-01-17
2633,송파구,2020-01-21
2634,송파구,2020-01-21
2635,송파구,2020-01-16
2637,송파구,2020-01-16
2638,송파구,2020-05-13
2639,송파구,2020-01-17
2641,송파구,2020-01-20
2642,송파구,2020-01-15
2643,송파구,2020-01-21
2644,송파구,2020-01-15
2645,송파구,2020-01-16
2646,송파구,2020-01-16
2647,송파구,2020-01-16
2648,송파구,2020-01-17
2649,송파구,2020-01-15
2650,송파구,2020-01-21
2651,송파구,2020-01-20
2652,송파구,2020-01-15
2653,송파구,2020-01-15
2654,송파구,2020-01-16
2655,송파구,2020-01-17
2656,송파구,2020-06-08
2657,송파구,2020-06-04
2658,송파구,2020-06-04
2659,송파구,2020-06-04
1001,강동구,2017-04-19
1002,강동구,2017-04-19
1003,강동구,2017-04-19
1004,강동구,2017-04-19
1006,강동구,2017-04-19
1007,강동구,2017-04-19
1008,강동구,2017-04-19
1009,강동구,2017-04-19
1010,강동구,2017-04-19
1011,강동구,2017-04-19
1012,강동구,2017-04-19
1013,강동구,2017-04-19
1014,강동구,2017-04-19
1015,강동구,2017-04-19
1016,강동구,2017-04-19
1017,강동구,2017-04-19
1018,강동구,2020-09-24
1019,강동구,2017-04-19
1020,강동구,2017-04-19
1021,강동구,2017-04-19
1022,강동구,2017-04-19
1023,강동구,2017-11-01
1024,강동구,2017-11-01
1025,강동구,2017-11-01
1026,강동구,2017-11-01
1027,강동구,2017-11-01
1028,강동구,2017-11-01
1029,강동구,2017-11-01
1030,강동구,2017-11-01
1031,강동구,2017-11-01
1032,강동구,2017-11-01
1033,강동구,2017-11-01
1034,강동구,2017-11-01
1035,강동구,2017-11-01
1036,강동구,2017-11-01
1037,강동구,2017-11-01
1038,강동구,2017-11-01
1039,강동구,2017-11-01
1041,강동구,2017-11-01
1042,강동구,2017-11-01
1044,강동구,2017-11-01
1047,강동구,2018-01-16
1048,강동구,2018-01-16
1049,강동구,2018-01-16
1050,강동구,2018-02-26
1051,강동구,2018-02-26
1052,강동구,2018-09-03
1053,강동구,2018-09-03
1054,강동구,2018-09-03
1056,강동구,2018-09-07
1057,강동구,2018-09-10
1058,강동구,2018-09-10
1059,강동구,2018-10-25
1060,강동구,2018-09-11
1061,강동구,2018-09-10
1062,강동구,2018-09-10
3539,강동구,2018-11-14
1063,강동구,2020-01-13
1064,강동구,2020-01-09
1065,강동구,2020-01-09
1066,강동구,2020-01-09
1067,강동구,2020-01-15
1068,강동구,2020-01-14
1069,강동구,2020-01-15
1070,강동구,2020-01-14
1071,강동구,2020-01-13
1072,강동구,2020-01-13
1073,강동구,2020-01-10
1074,강동구,2020-01-10
1075,강동구,2020-01-10
1076,강동구,2020-01-10
1077,강동구,2020-01-09
1078,강동구,2020-01-14
1079,강동구,2020-01-13
1080,강동구,2020-01-09
1081,강동구,2020-01-09
1082,강동구,2020-01-10
1083,강동구,2020-01-13
1084,강동구,2020-01-08
1085,강동구,2020-01-13
1086,강동구,2020-01-10
1088,강동구,2020-01-14
1089,강동구,2020-01-13
1090,강동구,2020-01-13
